RESULTADOS DE LA FORMACIÓN - ASIGNATURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CURSO,TITULACIÓN,COD. TITULACIÓN,ID,ASIGNATURA,ESTUD. MATRICULADOS,CRÉDITOS ASIG.,CRÉDITOS MATRICULADOS,CRÉD. MATRI. 1ª VEZ,CRÉD. MATRI. 2ª VEZ,CRÉD. MATRI. 3ª VEZ,CRÉDITOS PRESENTADOS,CRÉDITOS SUPERADOS,CRÉDITOS RECONOCIDOS,TASA EVALUACIÓN,VAR. % TASA EVAL.,TASA ÉXITO,VAR. % TASA ÉXIT.,TASA ÉXITO EXÁM. REALIZ.,VAR. % ÉXITO EXÁM.,TASA RENDIMIENTO,VAR. % TASA REND.,TASA RECONCIMIENTO,NOTA MEDIA,% SUSPENSOS,% APROBADOS,% NOTABLES,% SOBRESALIENTES,% MATRÍCULAS H.,Nº EXÁM. REALIZADOS,Nº EXÁM. APTOS,% ESTUD. 0 EXÁM.,% ESTUD. 1 EXÁM.,% ESTUD. 2 EXÁM.,% ESTUD. 3 EXÁM.,% ESTUD. 4 EXÁM.,% ESTUD. 5 EXÁM.,Nº EXÁM. REALIZADOS 1PPF,Nº EXÁM. APTOS 1PPF,Nº EXÁM. REALIZADOS 2PPJ,Nº EXÁM. APTOS 2PPJ,Nº EXÁM. REALIZADOS 1PPS,Nº EXÁM. APTOS 1PPS,Nº EXÁM. REALIZADOS 2PPS,Nº EXÁM. APTOS 2PPS,Nº EXÁM. REALIZADOS DIC,Nº EXÁM. APTOS DIC,% ÉXITO 1PPF,% ÉXITO 2PPJ,% ÉXITO 1PPS,% ÉXITO 2PPS,% ÉXITO DIC.,RATIO EXÁM. ESTUD.,FECHA DESCARGA EXCEL,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61023050,CAMPOS Y FORMAS,77,6,462,402,60,0,258,240,588,"55,84","57,7","93,02","13,44","86,96","44,21","51,95","78,89",56,"7,75","6,98","16,28","37,21","30,23","9,30",46,40,"42,86","54,55","2,60",0,0,0,38,35,0,0,8,5,0,0,0,0,"92,11",,"62,50",,,"0,60",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024026,ESPACIOS NORMADOS,28,5,140,140,0,0,70,50,30,50,"41,2","71,43","-12,89",50,"-17,08","35,71","22,97","17,65","7,23","28,57","28,57","21,43","7,14","14,29",20,10,"39,29",50,"10,71",0,0,0,0,0,14,8,0,0,6,2,0,0,,"57,14",,"33,33",,"0,71",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61021045,ESTADÍSTICA BÁSICA,366,6,2196,1770,306,120,744,648,1278,"33,88","-4,32","87,10","6,22","67,08","11,24","29,51","1,62","36,79","7,72","12,90","27,42","30,65","21,77","7,26",161,108,"59,02","37,98","3,01",0,0,0,128,91,0,0,33,17,0,0,0,0,"71,09",,"51,52",,,"0,44",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,6102204-,ESTRUCTURAS ALGEBRAICAS,185,6,1110,732,282,96,402,366,678,"36,22","2,29","91,04","11,02","58,10","-3,65","32,97","13,53","37,92","6,66","8,96","56,72","22,39","7,46","4,48",105,61,"54,59","34,05","11,35",0,0,0,68,30,0,0,37,31,0,0,0,0,"44,12",,"83,78",,,"0,57",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61021097,FÍSICA,277,6,1662,1254,300,108,444,330,1416,"26,71","-24,57","74,32","-9,37","49,55","-17,83","19,86","-31,61",46,"6,75","25,68","39,19","20,27","9,46","5,41",111,55,"67,51","24,91","7,58",0,0,0,0,0,71,34,0,0,40,21,0,0,,"47,89",,"52,50",,"0,40",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61044081,FÍSICA MATEMÁTICA,10,5,50,50,0,0,10,5,140,20,"-43,52",50,"-39,02",50,"-17,08",10,"-65,56","73,68","9,50",50,0,0,0,50,2,1,80,20,0,0,0,0,1,1,0,0,1,0,0,0,0,0,100,,0,,,"0,20",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61021022,FUNCIONES DE UNA VARIABLE I,326,6,1956,1542,312,102,522,444,1560,"26,69","-24,63","85,06","3,73","59,20","-1,82","22,70","-21,83","44,37","7,05","14,94","36,78","29,89","12,64","5,75",125,74,"65,03","31,60","3,37",0,0,0,102,64,0,0,23,10,0,0,0,0,"62,75",,"43,48",,,"0,38",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61021074,FUNCIONES DE UNA VARIABLE II,367,6,2202,1626,432,144,534,390,1284,"24,25","-31,52","73,03","-10,94","48,15","-20,15","17,71","-39,02","36,83","6,77","26,97","34,83","26,97","2,25","8,99",135,65,"71,39","20,44","8,17",0,0,0,0,0,85,39,0,0,50,26,0,0,,"45,88",,52,,"0,37",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61021080,FUNCIONES DE VARIAS VARIABLES I,291,6,1746,1398,252,96,612,552,1266,"35,05","-1,02","90,20",10,"65,25","8,21","31,62","8,88","42,03","7,32","9,80","38,24","25,49","21,57","4,90",141,92,"60,82","29,90","9,28",0,0,0,0,0,99,60,0,0,42,32,0,0,,"60,61",,"76,19",,"0,48",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61022027,FUNCIONES DE VARIAS VARIABLES II,115,6,690,558,120,12,444,438,918,"64,35","81,73","98,65","20,3","94,81","57,23","63,48","118,6","57,09","6,78","1,35","36,49","54,05","8,11",0,77,73,"34,78","63,48","1,74",0,0,0,71,68,0,0,6,5,0,0,0,0,"95,77",,"83,33",,,"0,67",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61021105,GEOMETRÍA BÁSICA,470,6,2820,2166,486,168,684,552,942,"24,26","-31,49","80,70","-1,59","68,15","13,02","19,57","-32,61","25,04","7,56","19,30","33,33","24,56","19,30","3,51",135,92,"73,62","24,04","2,34",0,0,0,0,0,94,73,0,0,41,19,0,0,,"77,66",,"46,34",,"0,29",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024049,GEOMETRÍA DIFERENCIAL,17,5,85,85,0,0,45,45,40,"52,94","49,51",100,"21,95",100,"65,84","52,94","82,3",32,"7,30",0,"33,33","33,33","33,33",0,9,9,"47,06","52,94",0,0,0,0,7,7,0,0,2,2,0,0,0,0,100,,100,,,"0,53",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61023067,GEOMETRÍA DIFERENCIAL DE CURVAS Y SUPERFICIES,66,6,396,336,60,0,132,126,636,"33,33","-5,87","95,45","16,4","77,78","28,99","31,82","9,57","61,63","7,33","4,55","36,36","27,27","18,18","13,64",27,21,"60,61","37,88","1,52",0,0,0,0,0,17,12,0,0,10,9,0,0,,"70,59",,90,,"0,41",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61022010,GEOMETRÍAS LINEALES,158,6,948,660,222,66,414,348,720,"43,67","23,33","84,06","2,51","62,37","3,43","36,71","26,41","43,17","6,56","15,94","46,38","24,64","5,80","7,25",93,58,"50,31","40,88","8,81",0,0,0,68,44,0,0,25,14,0,0,0,0,"64,71",,56,,,"0,59",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61022056,HERRAMIENTAS INFORMÁTICAS PARA MATEMÁTICAS,126,6,756,624,102,30,402,360,900,"53,17","50,16","89,55","9,21","74,07","22,84","47,62","63,98","54,35","7,90","10,45","13,43","56,72","8,96","10,45",81,60,"42,86",50,"7,14",0,0,0,65,51,0,0,16,9,0,0,0,0,"78,46",,"56,25",,,"0,64",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024109,HISTORIA DE LAS MATEMÁTICAS,77,5,385,385,0,0,225,215,40,"58,44","65,04","95,56","16,54","89,58","48,56","55,84","92,29","9,41","8,57","4,44","2,22","35,56","53,33","4,44",48,43,"38,96","59,74","1,30",0,0,0,0,0,43,40,0,0,5,3,0,0,,"93,02",,60,,"0,62",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61023104,INFERENCIA ESTADÍSTICA (MATEMÁTICAS),71,6,426,342,84,0,192,138,744,"45,07","27,28","71,88","-12,34","54,76","-9,19","32,39","11,54","63,59","7,30","28,13","37,50","18,75","12,50","3,13",42,23,"50,70","39,44","9,86",0,0,0,0,0,25,15,0,0,17,8,0,0,,60,,"47,06",,"0,59",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024150,INGLÉS CIENTÍFICO,39,5,195,195,0,0,115,105,730,"58,97","66,53","91,30","11,34","80,77","33,95","53,85","85,43","78,92","8,50","8,70","13,04","34,78","34,78","8,70",26,21,"41,03","51,28","7,69",0,0,0,0,0,15,12,0,0,11,9,0,0,,80,,"81,82",,"0,67",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,6102401-,INTEGRAL DE LEBESGUE,30,5,150,150,0,0,100,85,50,"66,67","88,28",85,"3,66","62,96","4,41","56,67","95,14",25,"7,76",15,35,25,20,5,27,17,"26,67","56,67","16,67",0,0,0,22,15,0,0,5,2,0,0,0,0,"68,18",,40,,,"0,90",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024084,INTRODUCCIÓN A LA ASTRONOMÍA,77,5,385,385,0,0,220,205,35,"57,14","61,37","93,18","13,63","85,42","41,66","53,25","83,37","8,33","8,10","6,82","29,55","15,91","40,91","6,82",48,41,"40,79","55,26","3,95",0,0,0,37,33,0,0,11,8,0,0,0,0,"89,19",,"72,73",,,"0,62",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61023021,INTRODUCCIÓN A LAS ECUACIONES DIFERENCIALES,68,6,408,324,84,0,156,156,954,"38,24","7,99",100,"21,95","92,86",54,"38,24","31,68","70,04","7,16",0,50,"15,38","23,08","11,54",28,26,"58,82","41,18",0,0,0,0,24,22,0,0,4,4,0,0,0,0,"91,67",,100,,,"0,41",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61023044,INTRODUCCIÓN A LOS ESPACIOS DE HILBERT,56,6,336,300,36,0,138,108,642,"41,07","15,98","78,26","-4,56","51,43","-14,71","32,14","10,67","65,64","6,46","21,74","43,48","26,09","4,35","4,35",35,18,"53,57","30,36","16,07",0,0,0,24,12,0,0,11,6,0,0,0,0,50,,"54,55",,,"0,63",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61021039,"LENGUAJE MATEMÁTICO, CONJUNTOS Y NÚMEROS",491,6,2946,2250,474,222,966,690,948,"32,79","-7,4","71,43","-12,89","48,12","-20,2","23,42","-19,35","24,35","5,93","28,57","53,42","13,66","1,86","2,48",239,115,"58,45","34,42","7,13",0,0,0,169,91,0,0,70,24,0,0,0,0,"53,85",,"34,29",,,"0,49",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,6102210-,LENGUAJES DE PROGRAMACIÓN,127,6,762,600,132,30,282,240,1074,"37,01","4,52","85,11","3,79","70,18","16,38","31,50","8,47","58,50","8,21","14,89","8,51","40,43","31,91","4,26",57,40,"60,63","33,86","5,51",0,0,0,0,0,37,27,0,0,20,13,0,0,,"72,97",,65,,"0,45",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024144,LÓGICA MATEMÁTICA,0,5,0,0,0,0,0,0,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61021051,MATEMÁTICA DISCRETA,389,6,2334,1740,444,150,900,834,942,"38,56","8,9","92,67","13,01","68,81","14,11","35,73","23,04","28,75","7,10","7,33","43,33","30,67","11,33","7,33",202,139,"53,21","41,65","5,14",0,0,0,160,108,0,0,42,31,0,0,0,0,"67,50",,"73,81",,,"0,52",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61023096,MODELIZACIÓN,56,6,336,300,36,0,132,126,798,"39,29","10,96","95,45","16,4",84,"39,3","37,50","29,13","70,37","6,71","4,55",50,"31,82","9,09","4,55",25,21,"57,14","41,07","1,79",0,0,0,0,0,17,14,0,0,8,7,0,0,,"82,35",,"87,50",,"0,45",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024115,MODELOS DE REGRESIÓN,26,5,130,130,0,0,60,45,110,"46,15","30,33",75,"-8,54","52,94","-12,21","34,62","19,21","45,83","6,32",25,"41,67","33,33",0,0,17,9,"46,15","42,31","11,54",0,0,0,10,5,0,0,7,4,0,0,0,0,50,,"57,14",,,"0,65",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024061,MODELOS ESTOCÁSTICOS,15,5,75,75,0,0,40,5,70,"53,33","50,61","12,50","-84,76","7,69","-87,25","6,67","-77,03","48,28","6,50","87,50","12,50",0,0,0,13,1,"46,67",20,"33,33",0,0,0,0,0,5,0,0,0,8,1,0,0,,0,,"12,50",,"0,87",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024055,PROCESOS ESTOCÁSTICOS,23,5,115,115,0,0,50,25,160,"43,48","22,79",50,"-39,02","33,33","-44,73","21,74","-25,14","58,18","6,44",50,30,10,0,10,15,5,"43,48","47,83","8,70",0,0,0,10,5,0,0,5,0,0,0,0,0,50,,0,,,"0,65",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61022062,PROGRAMACIÓN LINEAL Y ENTERA,209,6,1254,870,288,96,366,300,588,"29,19","-17,57","81,97","-,04","64,10","6,3","23,92","-17,63","31,92","6,10","18,03","57,38","18,03","3,28","3,28",78,50,"67,94","26,79","5,26",0,0,0,0,0,49,32,0,0,29,18,0,0,,"65,31",,"62,07",,"0,37",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,6102308-,RESOLUCIÓN NUMÉRICA DE ECUACIONES,46,6,276,258,18,0,174,168,762,"63,04","78,03","96,55","17,74","77,78","28,99","60,87","109,61","73,41","7,13","3,45","41,38","34,48","13,79","6,90",36,28,"34,78","52,17","13,04",0,0,0,0,0,25,18,0,0,11,10,0,0,,72,,"90,91",,"0,78",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61044098,SISTEMAS DINÁMICOS,0,5,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024121,TEORÍA DE JUEGOS (MATEMÁTICAS),35,5,175,175,0,0,120,100,135,"68,57","93,65","83,33","1,62","64,52",7,"57,14","96,76","43,55","7,96","16,67","20,83","20,83","37,50","4,17",31,20,"22,86","65,71","11,43",0,0,0,25,18,0,0,6,2,0,0,0,0,72,,"33,33",,,"0,89",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024078,TEORÍA DE LA DECISIÓN,31,5,155,155,0,0,65,40,180,"41,94","18,44","61,54","-24,95","36,36","-39,7","25,81","-11,12","53,73","6,40","38,46","30,77","30,77",0,0,22,8,"41,94","45,16","12,90",0,0,0,12,3,0,0,10,5,0,0,0,0,25,,50,,,"0,71",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024138,TEORÍA DE MUESTRAS,29,5,145,145,0,0,70,70,200,"48,28","36,35",100,"21,95","87,50","45,11","48,28","66,25","57,97","7,58",0,"42,86","21,43","21,43","14,29",16,14,"51,72","41,38","6,90",0,0,0,0,0,12,10,0,0,4,4,0,0,,"83,33",,100,,"0,55",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61023015,TOPOLOGÍA,67,6,402,330,72,0,156,138,666,"38,81","9,6","88,46","7,88","76,67","27,15","34,33","18,22","62,36","6,64","11,54","30,77","30,77","11,54","15,38",30,23,"56,72","41,79","1,49",0,0,0,24,20,0,0,6,3,0,0,0,0,"83,33",,50,,,"0,45",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61024167,TRABAJO FIN DE GRADO (MATEMÁTICAS),43,15,645,645,0,0,420,420,0,"65,12","83,9",100,"21,95",100,"65,84","65,12","124,24",0,"8,42",0,"10,71","32,14","46,43","10,71",41,41,"20,93","62,79","16,28",0,0,0,0,0,30,30,0,0,11,11,0,0,,100,,100,,"0,95",16/09/2016 0:32:37,
2014,6102 - GRADO EN MATEMÁTICAS,6102,61022079,VARIABLE COMPLEJA,187,6,1122,852,234,36,318,186,552,"28,34","-19,97","58,49","-28,67","40,79","-32,35","16,58","-42,91","32,97","6,69","41,51","32,08","18,87","5,66","1,89",76,31,"67,91","23,53","8,56",0,0,0,0,0,41,18,0,0,35,13,0,0,,"43,90",,"37,14",,"0,41",16/09/2016 0:32:37,
